VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore
28704,2008-09,Light Goods Vehicle,Scania,60
28705,2001-02,Personnel Vehicle,Scania,70
28705,2007-08,Personnel Vehicle,Scania,40
28705,2010-11,Personnel Vehicle,Scania,40
28706,2005-06,Light Goods Vehicle,Scania,20
28706,2011-12,Light Goods Vehicle,Scania,35
28707,2003-04,Heavy Goods Vehicle,Scania,50
28707,2009-10,Heavy Goods Vehicle,Scania,30
28708,2001-02,Light Goods Vehicle,Scania,60
28708,2007-08,Light Goods Vehicle,Scania,35
28711,2006-07,Heavy Goods Vehicle,Scania,10
28712,2002-03,Heavy Goods Vehicle,Scania,10
28712,2010-11,Heavy Goods Vehicle,Scania,35
28713,2007-08,Light Goods Vehicle,Scania,48
28714,2005-06,Light Goods Vehicle,Scania,20
28715,2003-04,Heavy Goods Vehicle,Scania,65
28715,2009-10,Heavy Goods Vehicle,Scania,65
28716,2001-02,Light Goods Vehicle,Scania,35
28716,2007-08,Light Goods Vehicle,Scania,0
28717,2003-04,Light Goods Vehicle,Scania,55
28719,2003-04,Heavy Goods Vehicle,Scania,75
28719,2009-10,Heavy Goods Vehicle,Scania,50
28730,2006-07,Light Goods Vehicle,Scania,0
28731,2009-10,Heavy Goods Vehicle,Scania,60
28732,2000-01,Heavy Goods Vehicle,Scania,100
28732,2001-02,Heavy Goods Vehicle,Scania,100
28732,2006-07,Heavy Goods Vehicle,Scania,100
28733,2005-06,Light Goods Vehicle,Scania,20
28734,2009-10,Light Goods Vehicle,Scania,75
28735,2006-07,Heavy Goods Vehicle,Scania,50
28737,2004-05,Heavy Goods Vehicle,Scania,50
28737,2010-11,Heavy Goods Vehicle,Scania,30
28738,2002-03,Light Goods Vehicle,Scania,20
28738,2010-11,Light Goods Vehicle,Scania,45
28740,2006-07,Personnel Vehicle,Scania,25
28742,2004-05,Heavy Goods Vehicle,Scania,60
28742,2011-12,Heavy Goods Vehicle,Scania,30
28743,2002-03,Heavy Goods Vehicle,Scania,30
28744,2003-04,Light Goods Vehicle,Scania,20
28744,2009-10,Light Goods Vehicle,Scania,40
28746,2005-06,Light Goods Vehicle,Scania,20
28746,2011-12,Light Goods Vehicle,Scania,35
28749,2006-07,Personnel Vehicle,Scania,70
28750,2002-03,Light Goods Vehicle,Scania,65
28751,2004-05,Light Goods Vehicle,Scania,20
28753,2005-06,Personnel Vehicle,Scania,70
28754,2000-01,Light Goods Vehicle,Scania,65
28754,2006-07,Light Goods Vehicle,Scania,50
28755,2001-02,Heavy Goods Vehicle,Scania,65
28755,2007-08,Heavy Goods Vehicle,Scania,65
28756,2002-03,Light Goods Vehicle,Scania,50
28756,2008-09,Light Goods Vehicle,Scania,50
28757,2009-10,Light Goods Vehicle,Scania,48
28758,2001-02,Personnel Vehicle,Scania,100
28758,2007-08,Personnel Vehicle,Scania,80
28758,2010-11,Personnel Vehicle,Scania,80
28759,2005-06,Light Goods Vehicle,Scania,50
28759,2011-12,Light Goods Vehicle,Scania,35
28760,2003-04,Heavy Goods Vehicle,Scania,75
28760,2011-12,Heavy Goods Vehicle,Scania,80
28761,2001-02,Light Goods Vehicle,Scania,50
28761,2008-09,Light Goods Vehicle,Scania,35
28762,2008-09,Heavy Goods Vehicle,Scania,65
28763,2003-04,Light Goods Vehicle,Scania,0
28764,2006-07,Light Goods Vehicle,Scania,55
28765,2006-07,Light Goods Vehicle,Scania,55
28766,2006-07,Heavy Goods Vehicle,Scania,15
28767,2002-03,Heavy Goods Vehicle,Scania,65
28768,2011-12,Heavy Goods Vehicle,Scania,40
28769,2001-02,Heavy Goods Vehicle,Scania,10
28769,2007-08,Heavy Goods Vehicle,Scania,15
28770,2004-05,Heavy Goods Vehicle,Scania,65
28770,2009-10,Heavy Goods Vehicle,Scania,100
28771,2005-06,Heavy Goods Vehicle,Scania,50
28771,2011-12,Heavy Goods Vehicle,Scania,50
28773,2002-03,Light Goods Vehicle,Scania,40
28773,2008-09,Light Goods Vehicle,Scania,20
28774,2003-04,Light Goods Vehicle,Scania,40
28775,2009-10,Heavy Goods Vehicle,Scania,60
28778,2003-04,Light Goods Vehicle,Scania,50
28779,2001-02,Heavy Goods Vehicle,Scania,30
28779,2004-05,Heavy Goods Vehicle,Scania,30
28781,2005-06,Light Goods Vehicle,Scania,0
28782,2003-04,Heavy Goods Vehicle,Scania,50
28782,2009-10,Heavy Goods Vehicle,Scania,50
28785,2009-10,Personnel Vehicle,Scania,85
28787,2006-07,Light Goods Vehicle,Scania,20
28788,2006-07,Heavy Goods Vehicle,Scania,50
28789,2002-03,Light Goods Vehicle,Scania,75
28789,2008-09,Light Goods Vehicle,Scania,70
28790,2004-05,Heavy Goods Vehicle,Scania,60
28790,2010-11,Heavy Goods Vehicle,Scania,60
28793,2005-06,Light Goods Vehicle,Scania,60
28794,2002-03,Heavy Goods Vehicle,Scania,15
28794,2008-09,Heavy Goods Vehicle,Scania,15
28794,2011-12,Heavy Goods Vehicle,Scania,15
28795,2000-01,Personnel Vehicle,Scania,70
28796,2002-03,Personnel Vehicle,Scania,70
28796,2008-09,Personnel Vehicle,Scania,55
28797,2006-07,Light Goods Vehicle,Scania,0
28798,2001-02,Light Goods Vehicle,Scania,35
28798,2007-08,Light Goods Vehicle,Scania,50
28799,2003-04,Heavy Goods Vehicle,Scania,10
28800,2009-10,Light Goods Vehicle,Scania,20
28803,2002-03,Heavy Goods Vehicle,Scania,65
28809,2006-07,Personnel Vehicle,Scania,70
28811,2004-05,Light Goods Vehicle,Scania,60
28811,2009-10,Light Goods Vehicle,Scania,55
28815,2010-11,Heavy Goods Vehicle,Scania,35
28816,2003-04,Heavy Goods Vehicle,Scania,30
28819,2011-12,Heavy Goods Vehicle,Scania,60
28820,2001-02,Heavy Goods Vehicle,Scania,60
28820,2007-08,Heavy Goods Vehicle,Scania,60
28821,2005-06,Light Goods Vehicle,Scania,55
28821,2011-12,Light Goods Vehicle,Scania,45
28822,2003-04,Light Goods Vehicle,Scania,65
28823,2001-02,Personnel Vehicle,Scania,90
28823,2007-08,Personnel Vehicle,Scania,75
28824,2001-02,Heavy Goods Vehicle,Scania,100
28824,2007-08,Heavy Goods Vehicle,Scania,50
28825,2009-10,Heavy Goods Vehicle,Scania,50
28826,2005-06,Heavy Goods Vehicle,Scania,5
28826,2011-12,Heavy Goods Vehicle,Scania,5
28827,2006-07,Light Goods Vehicle,Scania,50
28828,2002-03,Personnel Vehicle,Scania,100
28829,2003-04,Light Goods Vehicle,Scania,35
28829,2009-10,Light Goods Vehicle,Scania,35
28831,2005-06,Light Goods Vehicle,Scania,40
28832,2006-07,Light Goods Vehicle,Scania,50
28837,2002-03,Heavy Goods Vehicle,Scania,80
28843,2004-05,Light Goods Vehicle,Scania,55
28843,2009-10,Light Goods Vehicle,Scania,0
28847,2004-05,Light Goods Vehicle,Scania,50
28847,2009-10,Light Goods Vehicle,Scania,50
28848,2002-03,Light Goods Vehicle,Scania,85
28849,2007-08,Light Goods Vehicle,Scania,55
28850,2005-06,Light Goods Vehicle,Scania,50
28854,2003-04,Light Goods Vehicle,Scania,60
28856,2004-05,Heavy Goods Vehicle,Scania,10
28856,2010-11,Heavy Goods Vehicle,Scania,10
28857,2008-09,Personnel Vehicle,Scania,80
28858,2006-07,Light Goods Vehicle,Scania,50
28859,2002-03,Heavy Goods Vehicle,Scania,50
28859,2008-09,Heavy Goods Vehicle,Scania,30
28860,2003-04,Heavy Goods Vehicle,Scania,50
28860,2009-10,Heavy Goods Vehicle,Scania,50
28861,2002-03,Personnel Vehicle,Scania,80
28861,2010-11,Personnel Vehicle,Scania,75
28862,2005-06,Heavy Goods Vehicle,Scania,10
28864,2004-05,Light Goods Vehicle,Scania,20
28865,2004-05,Personnel Vehicle,Scania,85
28865,2011-12,Personnel Vehicle,Scania,70
28866,2004-05,Light Goods Vehicle,Scania,50
28866,2009-10,Light Goods Vehicle,Scania,50
28867,2003-04,Heavy Goods Vehicle,Scania,30
28867,2007-08,Heavy Goods Vehicle,Scania,10
28867,2011-12,Heavy Goods Vehicle,Scania,10
28873,2001-02,Heavy Goods Vehicle,Scania,60
28873,2007-08,Heavy Goods Vehicle,Scania,60
28874,2006-07,Light Goods Vehicle,Scania,60
28875,2006-07,Light Goods Vehicle,Scania,80
28882,2001-02,Heavy Goods Vehicle,Scania,5
28882,2007-08,Heavy Goods Vehicle,Scania,5
28883,2002-03,Light Goods Vehicle,Scania,20
28883,2008-09,Light Goods Vehicle,Scania,20
28884,2002-03,Light Goods Vehicle,Scania,30
28884,2006-07,Light Goods Vehicle,Scania,45
28885,2002-03,Light Goods Vehicle,Scania,70
28886,2003-04,Light Goods Vehicle,Scania,65
28887,2003-04,Light Goods Vehicle,Scania,50
28888,2001-02,Personnel Vehicle,Scania,25
28888,2007-08,Personnel Vehicle,Scania,25
28889,2006-07,Heavy Goods Vehicle,Scania,80
28891,2001-02,Light Goods Vehicle,Scania,70
28893,2000-01,Heavy Goods Vehicle,Scania,0
28893,2006-07,Heavy Goods Vehicle,Scania,30
28894,2002-03,Light Goods Vehicle,Scania,70
28894,2008-09,Light Goods Vehicle,Scania,60
28895,2008-09,Personnel Vehicle,Scania,80
28896,2007-08,Light Goods Vehicle,Scania,55
28897,2006-07,Heavy Goods Vehicle,Scania,70
28898,2001-02,Heavy Goods Vehicle,Scania,100
28898,2005-06,Heavy Goods Vehicle,Scania,50
28898,2007-08,Heavy Goods Vehicle,Scania,70
28899,2002-03,Personnel Vehicle,Scania,0
28900,2006-07,Light Goods Vehicle,Scania,70
28901,2006-07,Light Goods Vehicle,Scania,60
28902,2002-03,Heavy Goods Vehicle,Scania,30
28902,2010-11,Heavy Goods Vehicle,Scania,10
28904,2002-03,Heavy Goods Vehicle,Scania,70
28904,2008-09,Heavy Goods Vehicle,Scania,50
28906,2004-05,Light Goods Vehicle,Scania,100
28906,2009-10,Light Goods Vehicle,Scania,65
28907,2002-03,Light Goods Vehicle,Scania,45
28907,2008-09,Light Goods Vehicle,Scania,55
28909,2005-06,Light Goods Vehicle,Scania,55
28911,2006-07,Heavy Goods Vehicle,Scania,50
28912,2009-10,Personnel Vehicle,Scania,90
28913,2004-05,Light Goods Vehicle,Scania,20
28913,2010-11,Light Goods Vehicle,Scania,0
28914,2005-06,Light Goods Vehicle,Scania,50
28914,2011-12,Light Goods Vehicle,Scania,20
28915,2006-07,Personnel Vehicle,Scania,55
28916,2006-07,Light Goods Vehicle,Scania,0
28917,2006-07,Light Goods Vehicle,Scania,60
28918,2004-05,Personnel Vehicle,Scania,75
28918,2009-10,Personnel Vehicle,Scania,75
28919,2002-03,Light Goods Vehicle,Scania,20
28919,2008-09,Light Goods Vehicle,Scania,0
28920,2001-02,Light Goods Vehicle,Scania,0
28920,2007-08,Light Goods Vehicle,Scania,0
28921,2011-12,Light Goods Vehicle,Scania,20
28922,2005-06,Heavy Goods Vehicle,Scania,15
28923,2001-02,Heavy Goods Vehicle,Scania,30
28924,2002-03,Personnel Vehicle,Scania,60
28925,2005-06,Light Goods Vehicle,Scania,10
28925,2010-11,Light Goods Vehicle,Scania,10
28926,2007-08,Heavy Goods Vehicle,Scania,65
28927,2003-04,Light Goods Vehicle,Scania,50
28928,2001-02,Heavy Goods Vehicle,Scania,60
28931,2006-07,Light Goods Vehicle,Scania,40
28932,2006-07,Personnel Vehicle,Scania,20
28933,2004-05,Light Goods Vehicle,Scania,60
28933,2009-10,Light Goods Vehicle,Scania,70
28935,2006-07,Heavy Goods Vehicle,Scania,60
28937,2004-05,Light Goods Vehicle,Scania,20
28937,2010-11,Light Goods Vehicle,Scania,0
28938,2005-06,Light Goods Vehicle,Scania,20
28939,2007-08,Heavy Goods Vehicle,Scania,65
28940,2003-04,Light Goods Vehicle,Scania,55
28940,2009-10,Light Goods Vehicle,Scania,50
28941,2001-02,Heavy Goods Vehicle,Scania,60
28941,2007-08,Heavy Goods Vehicle,Scania,50
28942,2006-07,Light Goods Vehicle,Scania,55
28943,2006-07,Light Goods Vehicle,Scania,0
28944,2004-05,Light Goods Vehicle,Scania,70
28948,2008-09,Personnel Vehicle,Scania,80
28950,2001-02,Light Goods Vehicle,Scania,0
28950,2004-05,Light Goods Vehicle,Scania,20
28951,2004-05,Heavy Goods Vehicle,Scania,80
28951,2010-11,Heavy Goods Vehicle,Scania,70
28954,2001-02,Personnel Vehicle,Scania,0
28954,2007-08,Personnel Vehicle,Scania,0
28955,2003-04,Heavy Goods Vehicle,Scania,10
28955,2009-10,Heavy Goods Vehicle,Scania,10
28957,2004-05,Light Goods Vehicle,Scania,20
28958,2003-04,Heavy Goods Vehicle,Scania,30
28958,2009-10,Heavy Goods Vehicle,Scania,30
28959,2001-02,Heavy Goods Vehicle,Scania,30
28960,2002-03,Heavy Goods Vehicle,Scania,50
28960,2008-09,Heavy Goods Vehicle,Scania,50
28961,2002-03,Light Goods Vehicle,Scania,50
28961,2007-08,Light Goods Vehicle,Scania,55
28962,2007-08,Light Goods Vehicle,Scania,55
28962,2009-10,Light Goods Vehicle,Scania,20
28963,2003-04,Personnel Vehicle,Scania,25
28963,2009-10,Personnel Vehicle,Scania,25
28964,2001-02,Heavy Goods Vehicle,Scania,15
28964,2006-07,Heavy Goods Vehicle,Scania,15
28967,2006-07,Light Goods Vehicle,Scania,20
28968,2005-06,Heavy Goods Vehicle,Scania,80
28970,2002-03,Heavy Goods Vehicle,Scania,60
28970,2008-09,Heavy Goods Vehicle,Scania,15
28972,2004-05,Light Goods Vehicle,Scania,50
28972,2011-12,Light Goods Vehicle,Scania,65
28973,2005-06,Heavy Goods Vehicle,Scania,60
28973,2011-12,Heavy Goods Vehicle,Scania,15
28975,2001-02,Personnel Vehicle,Scania,60
28975,2007-08,Personnel Vehicle,Scania,60
28976,2006-07,Light Goods Vehicle,Scania,30
28979,2002-03,Personnel Vehicle,Scania,70
28979,2008-09,Personnel Vehicle,Scania,80
28980,2004-05,Heavy Goods Vehicle,Scania,30
28980,2010-11,Heavy Goods Vehicle,Scania,0
28981,2001-02,Heavy Goods Vehicle,Scania,80
28983,2005-06,Heavy Goods Vehicle,Scania,70
28984,2002-03,Light Goods Vehicle,Scania,50
28984,2008-09,Light Goods Vehicle,Scania,40
28987,2002-03,Heavy Goods Vehicle,Scania,30
28987,2008-09,Heavy Goods Vehicle,Scania,30
28989,2005-06,Light Goods Vehicle,Scania,20
28989,2011-12,Light Goods Vehicle,Scania,20
28990,2002-03,Light Goods Vehicle,Scania,30
28991,2004-05,Heavy Goods Vehicle,Scania,0
28992,2004-05,Personnel Vehicle,Scania,60
28992,2011-12,Personnel Vehicle,Scania,60
28993,2001-02,Heavy Goods Vehicle,Scania,70
28993,2007-08,Heavy Goods Vehicle,Scania,50
28996,2001-02,Personnel Vehicle,Scania,100
28996,2007-08,Personnel Vehicle,Scania,75
28997,2004-05,Light Goods Vehicle,Scania,35
28997,2011-12,Light Goods Vehicle,Scania,20
28999,2003-04,Heavy Goods Vehicle,Scania,10
28999,2009-10,Heavy Goods Vehicle,Scania,10
29000,2006-07,Light Goods Vehicle,Scania,0
29001,2003-04,Personnel Vehicle,Scania,80
29003,2006-07,Light Goods Vehicle,Scania,55
29004,2001-02,Light Goods Vehicle,Scania,60
29004,2007-08,Light Goods Vehicle,Scania,65
29005,2006-07,Personnel Vehicle,Scania,80
29006,2001-02,Light Goods Vehicle,Scania,100
29006,2007-08,Light Goods Vehicle,Scania,60
29007,2002-03,Light Goods Vehicle,Scania,80
29007,2008-09,Light Goods Vehicle,Scania,70
29008,2006-07,Light Goods Vehicle,Scania,70
29009,2004-05,Light Goods Vehicle,Scania,65
29009,2010-11,Light Goods Vehicle,Scania,65
29010,2003-04,Light Goods Vehicle,Scania,70
29010,2010-11,Light Goods Vehicle,Scania,40
29011,2005-06,Light Goods Vehicle,Scania,0
29011,2011-12,Light Goods Vehicle,Scania,0
29012,2001-02,Light Goods Vehicle,Scania,35
29012,2007-08,Light Goods Vehicle,Scania,20
29013,2009-10,Light Goods Vehicle,Scania,0
29014,2006-07,Personnel Vehicle,Scania,75
29015,2002-03,Light Goods Vehicle,Scania,10
29015,2008-09,Light Goods Vehicle,Scania,10
29016,2006-07,Heavy Goods Vehicle,Scania,30
29017,2003-04,Heavy Goods Vehicle,Scania,0
29017,2010-11,Heavy Goods Vehicle,Scania,75
29018,2005-06,Heavy Goods Vehicle,Scania,100
29018,2011-12,Heavy Goods Vehicle,Scania,90
29019,2004-05,Heavy Goods Vehicle,Scania,5
29019,2010-11,Heavy Goods Vehicle,Scania,100
29020,2006-07,Light Goods Vehicle,Scania,35
29021,2002-03,Light Goods Vehicle,Scania,50
29023,2002-03,Personnel Vehicle,Scania,100
29023,2008-09,Personnel Vehicle,Scania,100
29024,2006-07,Light Goods Vehicle,Scania,55
29025,2006-07,Light Goods Vehicle,Scania,40
29026,2002-03,Light Goods Vehicle,Scania,20
29027,2004-05,Light Goods Vehicle,Scania,0
29028,2001-02,Heavy Goods Vehicle,Scania,50
29028,2007-08,Heavy Goods Vehicle,Scania,15
29028,2011-12,Heavy Goods Vehicle,Scania,15
29029,2004-05,Heavy Goods Vehicle,Scania,15
29029,2010-11,Heavy Goods Vehicle,Scania,40
29030,2011-12,Heavy Goods Vehicle,Scania,30
29031,2005-06,Heavy Goods Vehicle,Scania,50
29032,2003-04,Heavy Goods Vehicle,Scania,10
29033,2006-07,Light Goods Vehicle,Scania,20
29035,2000-01,Personnel Vehicle,Scania,75
29035,2006-07,Personnel Vehicle,Scania,70
29036,2004-05,Light Goods Vehicle,Scania,20
29037,2006-07,Light Goods Vehicle,Scania,20
29039,2001-02,Light Goods Vehicle,Scania,50
29039,2007-08,Light Goods Vehicle,Scania,50
29040,2004-05,Light Goods Vehicle,Scania,55
29040,2010-11,Light Goods Vehicle,Scania,35
29041,2008-09,Light Goods Vehicle,Scania,35
29042,2002-03,Heavy Goods Vehicle,Scania,15
29042,2008-09,Heavy Goods Vehicle,Scania,15
29042,2010-11,Heavy Goods Vehicle,Scania,15
29043,2003-04,Light Goods Vehicle,Scania,40
29044,2002-03,Heavy Goods Vehicle,Scania,65
29045,2007-08,Light Goods Vehicle,Scania,50
29046,2001-02,Light Goods Vehicle,Scania,85
29046,2007-08,Light Goods Vehicle,Scania,70
29047,2004-05,Light Goods Vehicle,Scania,65
29047,2010-11,Light Goods Vehicle,Scania,60
29049,2004-05,Light Goods Vehicle,Scania,20
29049,2010-11,Light Goods Vehicle,Scania,20
29050,2008-09,Heavy Goods Vehicle,Scania,5
29052,2008-09,Heavy Goods Vehicle,Scania,65
29053,2004-05,Personnel Vehicle,Scania,70
29053,2010-11,Personnel Vehicle,Scania,80
29054,2004-05,Heavy Goods Vehicle,Scania,50
29054,2009-10,Heavy Goods Vehicle,Scania,50
29055,2004-05,Heavy Goods Vehicle,Scania,10
29055,2010-11,Heavy Goods Vehicle,Scania,30
29056,2002-03,Heavy Goods Vehicle,Scania,60
29056,2011-12,Heavy Goods Vehicle,Scania,60
29057,2002-03,Light Goods Vehicle,Scania,70
29057,2007-08,Light Goods Vehicle,Scania,70
29059,2006-07,Heavy Goods Vehicle,Scania,40
29060,2001-02,Light Goods Vehicle,Scania,20
29060,2007-08,Light Goods Vehicle,Scania,55
29061,2009-10,Light Goods Vehicle,Scania,10
29062,2004-05,Personnel Vehicle,Scania,75
29062,2010-11,Personnel Vehicle,Scania,70
29063,2010-11,Heavy Goods Vehicle,Scania,50
29064,2000-01,Heavy Goods Vehicle,Scania,15
29064,2007-08,Heavy Goods Vehicle,Scania,50
29066,2006-07,Light Goods Vehicle,Scania,0
29067,2002-03,Heavy Goods Vehicle,Scania,15
29067,2007-08,Heavy Goods Vehicle,Scania,35
29068,2003-04,Light Goods Vehicle,Scania,20
29069,2003-04,Light Goods Vehicle,Scania,20
29069,2009-10,Light Goods Vehicle,Scania,20
29070,2006-07,Light Goods Vehicle,Scania,20
29071,2003-04,Light Goods Vehicle,Scania,35
29071,2009-10,Light Goods Vehicle,Scania,70
29073,2007-08,Light Goods Vehicle,Scania,0
29074,2003-04,Light Goods Vehicle,Scania,75
29075,2001-02,Light Goods Vehicle,Scania,60
29075,2007-08,Light Goods Vehicle,Scania,70
29076,2001-02,Heavy Goods Vehicle,Scania,65
29076,2007-08,Heavy Goods Vehicle,Scania,65
29077,2006-07,Personnel Vehicle,Scania,60
29078,2006-07,Light Goods Vehicle,Scania,40
29079,2005-06,Heavy Goods Vehicle,Scania,60
29080,2004-05,Heavy Goods Vehicle,Scania,50
29080,2010-11,Heavy Goods Vehicle,Scania,50
29081,2003-04,Light Goods Vehicle,Scania,45
29081,2010-11,Light Goods Vehicle,Scania,50
29082,2001-02,Light Goods Vehicle,Scania,20
29082,2008-09,Light Goods Vehicle,Scania,20
29083,2006-07,Heavy Goods Vehicle,Scania,80
29084,2004-05,Heavy Goods Vehicle,Scania,100
29085,2002-03,Heavy Goods Vehicle,Scania,50
29085,2008-09,Heavy Goods Vehicle,Scania,15
29086,2007-08,Light Goods Vehicle,Scania,20
29087,2002-03,Light Goods Vehicle,Scania,60
29087,2008-09,Light Goods Vehicle,Scania,70
29089,2001-02,Heavy Goods Vehicle,Scania,80
29089,2007-08,Heavy Goods Vehicle,Scania,75
29090,2003-04,Light Goods Vehicle,Scania,40
29091,2006-07,Light Goods Vehicle,Scania,55
29092,2005-06,Light Goods Vehicle,Scania,55
29095,2005-06,Heavy Goods Vehicle,Scania,65
29095,2011-12,Heavy Goods Vehicle,Scania,65
29096,2004-05,Light Goods Vehicle,Scania,30
29097,2003-04,Light Goods Vehicle,Scania,20
29100,2003-04,Light Goods Vehicle,Scania,40
29101,2003-04,Heavy Goods Vehicle,Scania,5
29101,2009-10,Heavy Goods Vehicle,Scania,30
29102,2002-03,Heavy Goods Vehicle,Scania,100
29103,2005-06,Light Goods Vehicle,Scania,90
29103,2011-12,Light Goods Vehicle,Scania,55
29104,2005-06,Heavy Goods Vehicle,Scania,50
29104,2011-12,Heavy Goods Vehicle,Scania,60
29106,2006-07,Light Goods Vehicle,Scania,55
29107,2004-05,Light Goods Vehicle,Scania,55
29107,2010-11,Light Goods Vehicle,Scania,60
29108,2003-04,Heavy Goods Vehicle,Scania,60
29108,2010-11,Heavy Goods Vehicle,Scania,30
29110,2001-02,Light Goods Vehicle,Scania,35
29110,2007-08,Light Goods Vehicle,Scania,35
29111,2004-05,Light Goods Vehicle,Scania,60
29111,2010-11,Light Goods Vehicle,Scania,20
29112,2006-07,Personnel Vehicle,Scania,80
29113,2004-05,Light Goods Vehicle,Scania,48
29113,2010-11,Light Goods Vehicle,Scania,45
29115,2005-06,Heavy Goods Vehicle,Scania,30
29115,2011-12,Heavy Goods Vehicle,Scania,10
29118,2007-08,Light Goods Vehicle,Scania,55
29119,2004-05,Light Goods Vehicle,Scania,50
29119,2010-11,Light Goods Vehicle,Scania,65
29121,2004-05,Light Goods Vehicle,Scania,55
29122,2005-06,Light Goods Vehicle,Scania,50
29122,2011-12,Light Goods Vehicle,Scania,80
29123,2009-10,Personnel Vehicle,Scania,85
29124,2004-05,Heavy Goods Vehicle,Scania,30
29125,2002-03,Light Goods Vehicle,Scania,48
29125,2008-09,Light Goods Vehicle,Scania,20
29126,2007-08,Light Goods Vehicle,Scania,55
29127,2001-02,Light Goods Vehicle,Scania,55
29127,2007-08,Light Goods Vehicle,Scania,68
29128,2002-03,Personnel Vehicle,Scania,100
29128,2008-09,Personnel Vehicle,Scania,75
29128,2011-12,Personnel Vehicle,Scania,75
29129,2006-07,Personnel Vehicle,Scania,100
29130,2004-05,Light Goods Vehicle,Scania,0
29130,2010-11,Light Goods Vehicle,Scania,0
29132,2002-03,Light Goods Vehicle,Scania,55
29132,2008-09,Light Goods Vehicle,Scania,55
29133,2005-06,Light Goods Vehicle,Scania,20
29136,2004-05,Light Goods Vehicle,Scania,20
29136,2010-11,Light Goods Vehicle,Scania,20
29137,2008-09,Light Goods Vehicle,Scania,55
29138,2011-12,Light Goods Vehicle,Scania,10
29139,2005-06,Light Goods Vehicle,Scania,70
29141,2002-03,Personnel Vehicle,Scania,60
29142,2006-07,Heavy Goods Vehicle,Scania,30
29143,2004-05,Light Goods Vehicle,Scania,40
29144,2004-05,Light Goods Vehicle,Scania,0
29144,2009-10,Light Goods Vehicle,Scania,0
29145,2002-03,Heavy Goods Vehicle,Scania,70
29145,2008-09,Heavy Goods Vehicle,Scania,65
29146,2004-05,Heavy Goods Vehicle,Scania,10
29146,2010-11,Heavy Goods Vehicle,Scania,10
29148,2003-04,Heavy Goods Vehicle,Scania,15
29148,2009-10,Heavy Goods Vehicle,Scania,15
29149,2006-07,Heavy Goods Vehicle,Scania,50
29150,2004-05,Light Goods Vehicle,Scania,50
29150,2009-10,Light Goods Vehicle,Scania,75
29151,2009-10,Heavy Goods Vehicle,Scania,70
29153,2010-11,Heavy Goods Vehicle,Scania,100
29154,2008-09,Light Goods Vehicle,Scania,55
29155,2011-12,Light Goods Vehicle,Scania,40
29156,2005-06,Personnel Vehicle,Scania,70
29157,2001-02,Heavy Goods Vehicle,Scania,10
29157,2007-08,Heavy Goods Vehicle,Scania,80
29158,2006-07,Heavy Goods Vehicle,Scania,80
29158,2007-08,Heavy Goods Vehicle,Scania,65
29159,2007-08,Heavy Goods Vehicle,Scania,30
29160,2007-08,Light Goods Vehicle,Scania,0
29161,2010-11,Heavy Goods Vehicle,Scania,50
29162,2005-06,Light Goods Vehicle,Scania,40
29163,2001-02,Heavy Goods Vehicle,Scania,15
29163,2008-09,Heavy Goods Vehicle,Scania,0
29165,2006-07,Light Goods Vehicle,Scania,55
29167,2006-07,Heavy Goods Vehicle,Scania,15
29168,2005-06,Heavy Goods Vehicle,Scania,60
29170,2008-09,Light Goods Vehicle,Scania,20
29171,2006-07,Personnel Vehicle,Scania,50
29172,2008-09,Light Goods Vehicle,Scania,30
29173,2001-02,Personnel Vehicle,Scania,75
29175,2003-04,Light Goods Vehicle,Scania,20
29176,2011-12,Light Goods Vehicle,Scania,55
29177,2003-04,Light Goods Vehicle,Scania,20
29178,2001-02,Heavy Goods Vehicle,Scania,80
29179,2004-05,Heavy Goods Vehicle,Scania,10
29179,2009-10,Heavy Goods Vehicle,Scania,10
29180,2002-03,Heavy Goods Vehicle,Scania,5
29182,2001-02,Personnel Vehicle,Scania,60
29183,2003-04,Light Goods Vehicle,Scania,0
29183,2009-10,Light Goods Vehicle,Scania,0
29184,2003-04,Heavy Goods Vehicle,Scania,30
29184,2009-10,Heavy Goods Vehicle,Scania,15
29185,2008-09,Light Goods Vehicle,Scania,20
29186,2004-05,Heavy Goods Vehicle,Scania,35
29186,2009-10,Heavy Goods Vehicle,Scania,10
29187,2004-05,Heavy Goods Vehicle,Scania,30
29188,2007-08,Light Goods Vehicle,Scania,0
29189,2003-04,Light Goods Vehicle,Scania,30
29189,2009-10,Light Goods Vehicle,Scania,70
29192,2007-08,Light Goods Vehicle,Scania,48
29193,2003-04,Heavy Goods Vehicle,Scania,60
29193,2011-12,Heavy Goods Vehicle,Scania,60
29194,2002-03,Personnel Vehicle,Scania,85
29195,2006-07,Light Goods Vehicle,Scania,55
29197,2001-02,Personnel Vehicle,Scania,100
29197,2007-08,Personnel Vehicle,Scania,100
29199,2004-05,Light Goods Vehicle,Scania,0
29200,2004-05,Personnel Vehicle,Scania,70
29201,2007-08,Light Goods Vehicle,Scania,20
29203,2003-04,Light Goods Vehicle,Scania,20
29203,2010-11,Light Goods Vehicle,Scania,0
29204,2006-07,Light Goods Vehicle,Scania,30
29205,2003-04,Light Goods Vehicle,Scania,35
29205,2009-10,Light Goods Vehicle,Scania,35
29206,2005-06,Light Goods Vehicle,Scania,55
29207,2002-03,Heavy Goods Vehicle,Scania,100
29209,2005-06,Personnel Vehicle,Scania,75
